GCVI,GPP_mean (gC m-2 d-1)
2.020728804,3.528478261
0.782950254,1.019347826
1.057068628,4.021086957
1.566126649,3.768478261
1.670627432,0.013043478
2.71025717,4.116956522
1.553135275,4.740869565
1.786248174,3.776086957
1.617090422,2.731956522
3.043514314,3.914782609
1.862420115,4.839782609
3.654912681,4.176956522
0.639802173,0.966956522
2.379133493,3.679782609
1.54337044,4.071521739
2.139582192,3.450434783
1.554140915,4.305652174
1.493383503,3.248913043
2.209422453,3.869565217
2.785711316,4.24826087
2.736267457,4.298478261
2.196350188,4.083478261
2.204855209,3.25173913
2.873997184,4.801304348
0.927141565,1.031521739
0.548660062,2.486304348
0.796412809,3.335434783
1.999496967,3.656086957
1.97172735,4.915434783
1.53589017,3.328913043
1.650358171,5.135
1.71288724,3.856086957
2.745925926,3.480652174
2.318981399,4.087826087
3.049289736,3.696086957
3.235210966,4.196956522
1.286275657,3.755652174
2.430065359,3.721956522
1.947515898,4.137608696
2.044384898,3.973913043
2.673660834,4.589565217
1.963857738,4.133695652
1.969075438,3.942826087
1.378366722,4.311521739
1.22912509,4.708478261
2.421873316,8.617173913
2.733569964,3.523913043
2.424788392,3.173478261
3.035576013,4.59
3.324024185,3.903695652
1.539637021,4.937173913
1.611163686,3.569565217
1.723625634,3.965869565
2.591090169,9.383043478
1.873707556,3.369130435
2.249436504,3.084565217
1.719113947,3.921304348
2.15696901,3.709565217
1.612686479,3.310217391
1.458225028,3.011956522
2.106302059,7.132391304
1.828067586,5.217391304
1.78414669,3.558913043
1.92882792,3.776304348
1.731430387,3.893478261
2.315247154,4.616521739
2.751061991,6.730434783
1.501183961,2.751521739
1.969248484,4.550434783
2.024330559,3.869347826
1.873817035,3.168043478
2.976965596,6.810217391
2.035236618,3.047608696
1.900794727,3.800652174
2.323829978,6.32173913
1.206284248,0.012826087
1.82914791,3.448913043
1.817579332,3.575
2.081044794,3.691086957
2.943753942,6.522826087
2.409145608,3.24173913
2.264970235,3.996521739
0.643020155,1.007608696
1.676864677,4.431521739
1.477706528,3.55
2.262015995,6.087608696
2.309793799,3.647173913
2.073315168,5.989782609
2.240576415,4.958913043
1.425802831,4.3
1.427749361,6.277608696
2.021730759,4.189565217
1.608380238,3.832826087
2.012628394,4.748043478
1.935024502,4.359782609
1.989911098,3.954130435
2.575232254,3.091304348
1.534451861,3.843478261
1.613355953,3.261304348
2.37256997,4.743913043
1.707261592,3.606956522
2.26597776,6.56173913
1.319186361,3.375869565
1.67691039,4.02673913
1.937437039,4.118043478
2.873444178,4.446086957
1.814238493,3.323478261
2.543698645,3.737391304
1.861475574,4.120869565
1.945814885,2.915869565
1.425470072,4.179347826
2.354197635,4.233695652
1.924938486,3.260869565
2.240173071,4.012608696
1.817217627,3.584130435
2.111797303,3.884782609
1.373722744,1.345869565
1.739414015,3.57673913
1.645360411,3.013043478
1.158522712,2.797173913
2.827521938,5.95826087
2.448016023,4.708913043
1.450010927,3.712391304
2.260541994,4.359130435
1.712266517,3.321521739
1.626699661,3.313478261
0.016842984,2.712608696
1.708481379,4.007391304
2.951435234,4.998478261
1.775033885,4.417826087
1.351808743,4.167173913
2.191995611,3.687826087
3.408125092,3.990869565
1.727529234,3.677391304
2.225571593,3.998695652
1.774588242,3.871086957
1.948958639,3.894782609
1.683757304,4.153913043
3.349147458,4.289565217
1.454002242,4.295869565
1.903927316,3.720217391
0.760692279,1.868043478
2.379399321,4.016086957
1.705496308,3.33326087
2.375655122,3.603695652
2.079810714,5.034782609
1.623663503,5.706956522
1.92509737,4.10326087
0.79347305,1.47
1.792948287,5.070652174
2.069965081,3.428478261
2.222297186,3.949565217
2.528382793,3.576521739
1.640049745,3.281086957
0.714116665,0.834782609
2.089574619,4.596956522
1.669992872,4.073478261
1.371706072,0.013043478
1.837562363,4.217173913
1.506802368,4.42173913
2.26543194,3.67
2.759984801,4.888913043
1.776303601,4.048695652
1.978164474,3.87
2.667032151,3.988478261
2.279765376,4.34673913
3.359793375,3.443913043
2.614845829,5.114347826
1.659885266,4.020869565
1.501300454,4.53826087
2.085948158,4.055
2.11528803,3.074130435
1.680086189,2.968913043
2.116149725,3.978695652
1.026839699,2.394130435
2.467513912,3.920434783
1.760504989,3.357391304
2.155629665,3.752173913
3.040680075,5.460434783
1.758682847,5.344130435
2.625198658,4.371956522
1.585538896,4.171086957
1.81200691,4.73173913
3.052289292,4.044565217
2.40634031,3.88826087
1.723191644,3.628043478
1.678050699,3.814782609
2.035461625,3.699565217
1.352672126,4.460217391
1.979296285,3.321956522
2.873536679,4.031521739
1.676187262,5.308695652
2.329058933,4.086304348
3.389498283,4.293913043
1.836852534,3.954130435
1.313632088,2.978913043
1.447759362,5.097173913
-0.285130937,1.129347826
1.643300772,5.427391304
1.577501677,4.27673913
1.56032153,3.548478261
2.110749444,3.744130435
1.748115362,4.263478261
1.504140119,0.013043478
2.055646794,3.656956522
1.947616362,4.693695652
1.497228878,4.358695652
1.556777164,4.363913043
2.302490499,2.87173913
2.285197791,3.176956522
0.858808937,2.961956522
1.967983918,4.065
3.125035091,5.203695652
2.17309241,3.578695652
1.669813435,5.058043478
3.952204667,4.671521739
2.867325311,3.842826087
2.306160609,3.932608696
2.868480726,3.795652174
1.64680261,4.252826087
2.104724144,3.699347826
1.296540055,2.977391304
1.989705663,3.674782609
2.015527369,4.942608696
1.638835165,2.968913043
1.826669307,4.068913043
1.96203739,5.891521739
1.883720241,3.280217391
1.49189542,3.969782609
1.504856892,3.950434783
2.400352614,3.130434783
3.277321569,7.626304348
2.079539543,3.270869565
1.249557171,4.267173913
2.44563954,4.232391304
2.082189831,4.085
2.227700382,4.728478261
1.620323217,3.359565217
1.5951752,4.387608696
2.80575681,4.171521739
1.530439066,4.074130435
1.364619934,3.482826087
3.442913386,3.299565217
1.921005829,4.71173913
2.287367104,3.66826087
2.263407939,3.577391304
2.654802133,4.932391304
2.287765283,3.125434783
1.151243902,4.464347826
1.537377396,5.580217391
2.643534871,4.845217391
1.775453996,5.114782609
2.516132479,6.835
1.83953936,6.120869565
1.961575441,3.771956522
2.026296284,3.183913043
3.112095466,8.989782609
1.435093949,3.056521739
1.511044899,4.376304348
1.484405903,3.530652174
2.435631883,4.107391304
2.058703437,5.382173913
2.313974783,4.10173913
2.930409674,3.982826087
2.178027049,4.295
1.879781763,3.957391304
2.053912483,3.519565217
1.930657229,5.519565217
1.54712371,3.510652174
3.051696477,3.698043478
1.628173842,5.674130435
1.742546112,3.825434783
1.825340127,3.79673913
2.013124666,4.092826087
2.658818587,4.716521739
1.867919342,3.473043478
2.463199773,4.213695652
1.664570758,4.839130435
1.354591293,0.013043478
1.659523739,3.855434783
1.002285315,3.114565217
2.577996604,3.997391304
1.943116859,4.344782609
1.729156328,4.030869565
2.101884291,3.996086957
2.090092331,4.56326087
1.109418558,4.226521739
1.83842136,3.773695652
1.995495733,4.017173913
1.382732712,4.489347826
1.695139955,3.813913043
2.405090337,4.225217391
0.599374363,3.112391304
1.284116704,3.685652174
1.981164692,3.414565217
1.943614304,5.433913043
2.912131328,3.669782609
2.464880725,3.397391304
1.3216115,3.731521739
1.708205521,3.501521739
1.439440849,1.54673913
1.46339565,3.28673913
1.703442067,3.565869565
1.250847817,3.521521739
1.772704837,4.415652174
1.874779112,4.962391304
2.146312407,3.426521739
2.85386193,4.031086957
1.623273252,2.942391304
1.793943764,3.454347826
2.479786077,4.791521739
2.588089381,5.212608696
2.117138377,4.405869565
2.282155935,8.270652174
0.338737404,3.327173913
1.714097164,3.282391304
2.046387856,3.713043478
1.641908299,3.940869565
2.636268385,4.268913043
1.518737673,3.606304348
1.54943779,4.548913043
1.850049055,4.221521739
1.553637228,3.279130435
2.43321706,3.67826087
1.635224155,4.326956522
0.260619218,4.316521739
-0.037194109,0.02
3.43452593,7.965
2.387827262,4.04826087
1.807343259,5.735
1.699631909,3.763913043
1.690591896,3.592173913
1.675927956,3.446304348
1.625743202,4.442826087
1.703619662,3.412608696
1.648973725,3.538478261
0.835118194,3.917173913
1.838323903,5.015652174
1.879174929,5.659347826
2.228207094,4.038043478
2.507890588,4.15673913
1.542886938,4.055434783
1.507787111,4.049130435
1.448892949,5.115652174
2.285409046,7.921304348
1.639640648,3.245217391
3.727219256,4.266304348
-0.008392842,0.598043478
1.953456776,3.824130435
3.934031625,3.742608696
1.782215305,4.200434783
2.147461888,4.030652174
2.55873758,4.136956522
1.255605541,2.969347826
1.208089082,3.33673913
1.540680783,3.590434783
1.914650117,4.95326087
1.575739918,3.496304348
1.356555137,4.238913043
2.124450632,4.30673913
1.409015187,4.09826087
1.453325864,2.552173913
1.743090666,3.338913043
2.086213732,3.648913043
1.563343118,3.077173913
1.503921453,4.07173913
1.636473173,7.017173913
1.399586934,4.247826087
2.757811476,4.243913043
1.816172109,4.184565217
1.936602052,3.598478261
2.650033476,4.15326087
1.483284041,3.584130435
1.006217319,3.060217391
1.183920388,4.388478261
1.692152691,2.890652174
3.042263544,3.90326087
2.043802393,4.332391304
3.013863067,8.226086957
1.910085497,5.735869565
0.19325588,2.917173913
0.902643598,2.835
1.341521071,2.929782609
2.519521083,3.931956522
0.780758181,5.901304348
2.717461521,4.335869565
1.265385407,3.988043478
1.802210013,3.116521739
1.926627414,3.95826087
2.669407099,7.01173913
1.946173227,3.987173913
2.346494194,3.69
1.353812232,3.622391304
1.065232011,3.58173913
2.172094071,3.782173913
1.99371573,3.268043478
2.374777872,4.450869565
2.372205491,3.656521739
1.68385278,4.595434783
1.990990157,3.460869565
2.488998555,4.475652174
1.249284575,3.734347826
1.69102459,4.106086957
1.520016886,3.585869565
2.421801178,4.67673913
2.166585471,3.176086957
2.237589928,4.147173913
1.703948071,5.055652174
2.154908133,5.033913043
1.57594321,3.899130435
1.716053283,3.474347826
2.016270603,4.384565217
2.13259501,5.471521739
1.992605585,0.013043478
1.763000057,3.279130435
3.643866307,4.09173913
1.640358055,5.545652174
1.543054293,3.392391304
1.902611206,4.067608696
1.585300646,1.533695652
2.419559349,4.621521739
1.988787089,4.172391304
1.49329175,4.441304348
1.825131694,3.807391304
1.973346805,4.919347826
2.098163503,4.235
2.027561435,3.729565217
1.64211055,4.810869565
1.764878255,4.984782609
1.972863439,3.646304348
1.996099868,3.937391304
1.940769596,3.967391304
1.877646555,3.993043478
2.59183909,5.15826087
1.235909675,5.23173913
1.685544218,3.977173913
2.430409008,3.612608696
2.408715285,3.624130435
2.211686841,4.365
1.549533768,3.422826087
2.158085535,3.816521739
2.01813729,4.042608696
1.851126889,4.260869565
3.021066017,4.736521739
2.085222033,4.034347826
1.529449416,3.766521739
2.924346094,4.141521739
1.389060341,3.806956522
0.924308103,3.545217391
1.310784714,5.370217391
1.176385192,4.501086957
2.324867228,8.443695652
1.822211853,3.465869565
2.69073452,4.897608696
2.758938245,4.363695652
0.280484304,4.802608696
2.734586139,5.074565217
1.839612765,3.815217391
2.114759171,2.644130435
2.154500473,8.50826087
2.224026164,4.686086957
1.89323486,4.19
1.539940639,4.313478261
1.669024654,3.055652174
2.21245966,4.307608696
3.069726177,6.069565217
1.50890639,3.51673913
2.386173509,3.568913043
2.400107192,4.439347826
3.071343402,5.698478261
2.300636642,6.564130435
2.322034765,2.936521739
2.295007152,4.082826087
1.538542817,3.166086957
1.571699554,3.272173913
3.853194318,3.53173913
2.535978806,3.590869565
2.385837828,3.709565217
1.646543274,3.848695652
2.132712188,6.175
1.371530355,3.786086957
1.606356835,3.515434783
1.840718484,3.360652174
1.483027687,3.957608696
1.628790878,3.299782609
1.6103175,4.110217391
2.667851901,0.207826087
2.38326842,3.124347826
1.888620064,3.367173913
2.038423223,3.671304348
1.827896898,3.795434783
2.393400843,6.87
1.798920985,3.922173913
2.703017085,9.535434783
2.318013935,5.476086957
2.200370059,4.986086957
2.531326805,4.291956522
1.939648601,4.534347826
2.013726793,3.767826087
1.468244624,4.06173913
1.472065479,4.162608696
2.370593468,4.13673913
1.583867088,3.121304348
1.619648772,3.611956522
1.730476778,4.243695652
2.006736729,4.195652174
1.578393798,4.654130435
2.377108613,4.406304348
1.002008452,0.661304348
1.471830986,3.121086957
2.243210272,3.657173913
2.298361747,5.646086957
2.599956043,4.935217391
1.74912515,4.066086957
2.095547286,3.694565217
1.845909372,4.904565217
1.711191564,3.973478261
4.213358749,5.870652174
2.055384426,3.661304348
1.724571414,4.331956522
2.616148229,3.915434783
2.446786803,3.431304348
2.437351162,3.521086957
2.655374406,8.367826087
1.568676761,5.254782609
2.106766425,3.94
1.507872352,3.068695652
1.991536515,4.873695652
1.920366529,3.347608696
1.624330318,5.233043478
2.909620758,7.406086957
1.769343904,3.521956522
2.963183169,4.134782609
2.100751294,3.548695652
1.894357584,4.735869565
2.14644589,3.53326087
0.214669258,4.055
2.056643718,4.496521739
2.217437306,4.582608696
1.699944648,3.412173913
2.16463448,4.10326087
1.71107862,4.261956522
1.752233767,3.978695652
1.280149372,4.453478261
1.83413574,4.029782609
1.883751251,4.429565217
1.727380315,3.890652174
1.359926301,4.069130435
0.44422181,3.600434783
2.072976306,3.39
0.883801028,1.376956522
-0.186454703,0.02
1.969278969,4.703913043
1.201566133,3.495217391
2.417982202,4.216086957
1.89527295,3.75826087
2.487595833,4.594347826
2.243183872,4.275
1.473522942,4.542391304
3.015517241,4.786521739
1.275025644,4.390434783
2.96956017,3.959565217
0.889537775,2.440217391
1.696176226,3.534130435
1.932871225,3.34173913
1.671946017,4.336086957
1.865905985,4.112391304
3.335619653,3.87826087
1.927771786,3.491304348
3.584809889,5.368695652
3.302961694,4.349565217
2.157062623,3.730869565
1.990595456,4.34173913
1.592213171,2.844782609
1.50621652,3.603913043
1.68094869,3.263043478
3.671928251,7.032608696
1.964280654,4.271086957
2.082830212,4.309130435
1.302773246,3.908695652
1.333606852,3.661304348
0.981028926,0.02
2.669308203,5.059565217
1.945853042,3.225217391
1.782845854,3.773695652
2.75938098,5.679347826
1.586033282,4.586086957
1.617946033,4.906956522
2.648247759,4.668043478
1.729228296,4.51
2.005819936,3.961304348
1.812327433,3.578695652
1.516015105,3.424782609
1.556138954,4.812173913
2.088927828,3.526956522
1.205854874,3.603478261
1.792776524,4.080652174
1.438754761,3.208913043
2.749332131,2.551086957
2.592041665,5.772173913
1.897818658,3.788913043
2.681613362,5.206956522
1.982055246,3.878913043
1.712670487,3.824130435
2.464467134,3.648913043
1.179687047,4.248478261
2.174094336,4.673043478
1.761538563,3.857608696
1.568946769,4.137391304
1.893471076,4.460869565
2.76068942,6.775869565
1.079296936,1.685869565
2.169064807,3.25
1.686053538,4.496086957
1.518865476,3.93326087
1.710326542,4.895869565
1.946616758,4.150652174
1.657591046,4.631086957
3.175450527,3.659347826
1.993758193,3.895434783
1.713573108,4.343478261
1.428053163,3.874565217
2.41587234,4.031086957
1.956360872,4.941086957
1.359079077,5.26
3.040075116,4.374130435
1.737320234,3.620434783
1.768782045,5.055
1.631357636,3.426086957
3.561904762,4.200652174
2.009955925,4.219565217
1.156801734,3.78
1.637991418,3.161521739
1.870528398,4.519565217
1.302304311,3.461086957
1.869954828,4.898913043
1.253426721,3.309565217
1.938973985,3.784130435
1.143884134,3.520869565
1.347257158,0.013043478
-0.184648165,0.029347826
2.951797786,4.016956522
2.515829694,3.914347826
2.137924837,3.960217391
1.855610178,5.013913043
1.649991484,5.601304348
2.069036217,3.448478261
1.408570971,0.82173913
3.147551233,4.32673913
1.460597337,3.622391304
3.348266622,4.324347826
1.703393251,3.553913043
1.682912761,4.631086957
2.341087496,4.252608696
1.487952847,4.770434783
1.510387744,3.477173913
-0.3023289,1.125217391
1.556821053,4.245434783
2.108865072,4.388695652
2.173230317,3.648478261
3.148907304,5.051956522
3.355026488,4.159130435
2.304465518,3.764782609
3.300602892,4.343478261
1.409708738,3.061086957
3.391771824,6.466521739
1.260439609,5.43826087
1.78542068,3.957391304
-0.250415469,0.718695652
0.179944026,4.928478261
3.115833436,3.700217391
0.723953769,3.901086957
2.667814882,4.372608696
1.680123727,4.452173913
2.568241942,3.715434783
0.550447215,3.90826087
3.345488722,4.55673913
1.666015271,5.248043478
2.285195049,4.772173913
2.693372848,4.617391304
1.983956884,5.407608696
1.726599465,3.483478261
1.995221276,4.176304348
1.931777661,4.120217391
1.859529995,3.883695652
2.341974214,3.8
1.062916442,4.182391304
1.832306831,3.675869565
2.497293886,4.269565217
2.043706965,3.591086957
1.500321113,4.494347826
2.1523373,5.675
2.839010569,5.018043478
0.259384939,5.071956522
3.500770695,5.84673913
1.283481678,3.278913043
2.168303112,4.153478261
2.784434552,4.895
1.474735699,3.431521739
1.785055431,3.781086957
3.567630795,3.835652174
2.630232089,7.006521739
1.770515769,3.805217391
2.585251475,5.565652174
1.883222037,4.416086957
2.834018483,4.32826087
1.971347955,4.421304348
1.287781371,3.608695652
1.686285753,3.901956522
1.330682637,3.117608696
1.428000741,4.179782609
1.788008008,4.469130435
2.330945164,4.022826087
1.544030596,4.123913043
1.915687205,3.905434783
2.211711862,6.72
1.621890685,5.283043478
1.422258329,4.577173913
1.541327533,3.48326087
3.23086061,4.868478261
1.73751558,3.407826087
1.764210802,4.424782609
2.44750574,3.709130435
1.62625326,3.19173913
1.941688017,5.364347826
1.720206433,4.414347826
0.239019018,2.154130435
1.45183184,3.91673913
1.705768659,3.880217391
2.565103508,8.467826087
1.686836754,5.751956522
2.397838273,3.266304348
1.79364175,3.63326087
1.668001111,3.940869565
2.079711749,5.68673913
2.543214432,4.548695652
1.636780202,5.357173913
1.987091575,4.496521739
1.996439086,3.987173913
1.567044355,4.923478261
1.488899839,3.841086957
2.954686168,4.537391304
1.876168224,4.326086957
1.789127291,3.104347826
2.111140529,4.062391304
1.868122914,4.10826087
1.59114368,0.013043478
2.099392413,4.064347826
1.534747828,3.08826087
2.22642161,9.575217391
3.846167416,5.139347826
2.361775555,3.232826087
1.421833154,3.675434783
4.006290178,9.437173913
1.873075916,5.100869565
1.497037485,3.069565217
1.8162142,4.550869565
2.026758172,5.338478261
0.776980066,2.43
1.953575323,4.086304348
1.981387291,4.11673913
2.248982562,3.54
1.575601605,3.274130435
1.071134873,4.446521739
1.841555268,3.563478261
2.720052968,4.808043478
3.78492593,3.749130435
1.703746363,3.925217391
2.103137853,4.896086957
2.16865463,3.313478261
0.953508922,3.913043478
1.920489997,3.777826087
1.43573201,3.761304348
1.926497713,3.463913043
1.667650088,6.821304348
2.485124276,7.422173913
1.889413634,3.246521739
0.753520338,1.139130435
1.745862092,4.338913043
2.979186458,5.394565217
2.483035565,4.238913043
1.529538541,2.852826087
2.504090827,4.545434783
1.303835315,0.012826087
2.954632849,6.069565217
2.623831575,4.288913043
1.281377052,3.800434783
2.657648884,4.811956522
1.155671035,4.325434783
1.254311279,3.262173913
1.423584048,4.48
1.657815884,3.888913043
1.595139402,2.428043478
1.739344068,3.757608696
2.014448433,4.236304348
1.823903275,4.434130435
2.184005177,4.027173913
0.686262996,1.504565217
1.473904263,4.357608696
1.810624875,4.944130435
2.359998684,3.925434783
1.74594118,3.870869565
1.879644411,4.604565217
2.412194944,3.179565217
2.046023107,4.360434783
2.128358805,4.983695652
1.405882006,4.664565217
2.443063402,6.500652174
2.00383959,4.027608696
1.78454389,3.535652174
2.394214844,3.511304348
2.057551344,3.882173913
1.805588743,5.044782609
3.348745502,7.848043478
1.513256558,3.368043478
2.978974617,4.853043478
1.718148711,4.634782609
1.776041667,4.205434783
2.297568872,4.269565217
2.424772966,3.909565217
1.731192234,3.547826087
1.844411419,4.614130435
1.769080202,3.235
1.226645672,3.469565217
1.303372172,4.430434783
2.41325563,6.635869565
-0.28963776,1.209782609
2.470774945,3.939347826
2.048633308,4.278043478
1.851509143,3.463695652
2.052072801,4.36826087
1.521332894,4.374565217
1.883250963,3.790434783
1.893057453,4.849782609
1.919352493,3.788695652
1.628120521,1.024565217
2.901932518,3.467173913
1.893551289,6.84673913
1.722470155,4.155434783
2.234428705,4.522391304
1.77404539,5.024130435
1.772563279,3.767391304
1.921121035,3.705869565
1.012321059,2.91826087
3.014520694,3.737826087
2.165932599,4.358695652
4.083385659,4.57826087
2.435233931,4.088478261
1.450427391,5.695652174
3.705693768,7.110869565
1.843274927,3.064565217
3.237541872,6.470652174
2.371295361,3.159130435
2.28376358,3.407391304
1.802540685,5.174565217
2.043428968,3.360434783
1.153095334,1.819782609
2.127379576,3.654782609
1.474497172,4.181521739
1.848995227,3.70673913
2.132434189,3.893913043
2.057350406,3.46326087
1.62659206,4.210217391
2.348935136,3.496956522
-0.159469289,2.154130435
1.98117098,3.625869565
3.071223857,4.010217391
2.034085532,5.445
1.768997306,5.949782609
2.07470482,3.962608696
1.597213465,4.120434783
2.031292135,3.429130435
1.665971043,4.703913043
2.902894313,3.562391304
1.566051841,3.794347826
2.668036999,5.031086957
1.647879405,3.692826087
1.459767876,3.202391304
1.840987075,3.470652174
1.589243429,4.415434783
3.103329626,4.042608696
1.674495975,2.803478261
3.503747039,4.644782609
1.656836859,2.619565217
1.568103676,4.754347826
1.255692479,4.868913043
1.918942731,3.265652174
1.569684531,3.476956522
1.801328396,4.298478261
1.941242559,5.013478261
1.813784313,3.349782609
2.01177209,3.341086957
1.959980431,3.445652174
2.553245604,6.26173913
1.834852399,4.516304348
1.670457301,3.02673913
1.256133865,3.768043478
3.179412034,3.899347826
1.66999833,5.056521739
0.577172184,0.538478261
1.945762071,4.004565217
1.071365145,2.139565217
1.659413475,3.846086957
2.087534496,4.798913043
1.684620887,3.477608696
2.272499164,4.337391304
2.50830776,4.232391304
1.384424571,3.149782609
1.46677377,3.030217391
2.551647851,5.068478261
2.29624745,3.659347826
1.607305936,3.769782609
0.594641768,1.276521739
2.786052861,4.531956522
1.887544158,3.964565217
2.232732475,5.451956522
1.601741957,6.902826087
1.678016708,0.013043478
2.083887264,4.962826087
1.941295886,3.872826087
2.598994586,4.596304348
2.030940759,4.978478261
1.983384615,5.735869565
1.874064031,3.348913043
1.7960914,3.768043478
1.955817974,3.924130435
1.489108217,3.698478261
0.975232318,5.825434783
2.299450324,3.128043478
2.055248708,3.733478261
1.872899401,3.102173913
3.034861469,3.888913043
1.964779677,4.399130435
2.038389456,4.350217391
1.754274653,3.593695652
1.814492568,3.300434783
1.570045576,3.115434783
2.242095386,2.997391304
2.171331878,3.618478261
1.691352665,3.243695652
1.352867129,4.802608696
1.393499401,4.438478261
1.531149386,3.788043478
2.234656065,5.153478261
1.769803309,2.848043478
2.389892324,4.26
1.195248049,4.316956522
2.292136604,4.112608696
2.338238646,4.140217391
1.867940706,3.320652174
1.78233482,3.659130435
1.398857475,4.395652174
2.418293533,4.132391304
1.729081579,3.356521739
1.995278478,3.657173913
1.583459506,3.940869565
2.979392996,4.209565217
2.043082276,4.50173913
1.723811231,3.04673913
1.972204598,4.549565217
1.552454589,4.236521739
1.440523577,5.611956522
2.45634257,4.895
2.430343878,4.85673913
1.67765796,4.081304348
2.329053766,3.820869565
1.810112402,3.817391304
1.619485708,3.789347826
2.012913824,3.86673913
2.124236701,2.897826087
3.304144204,4.27173913
1.819813506,3.288043478
2.622109908,4.370434783
1.285978724,4.486086957
1.588195298,3.900217391
1.648320611,3.716304348
2.036585195,4.272173913
1.977734996,3.284782609
1.608956663,3.496304348
2.282897551,4.193695652
2.355800266,3.945217391
1.786106351,3.332173913
2.167826114,4.163043478
1.456244376,3.254565217
1.728459861,4.820652174
1.776831615,4.077826087
1.668000375,4.02173913
1.724867868,4.151521739
2.103197612,3.030652174
1.840864415,4.383913043
1.944948712,3.1
2.113563964,4.005434783
2.242224556,3.774130435
2.66564548,9.111304348
2.601221456,4.53826087
